File	WordCount	Title
TOEFL_Reading_0068.txt	603	Passage 0068: Antibiotic Stewardship and the Evolutionary Arithmetic of Resistance (Medicine/Microbiology)
TOEFL_Reading_0069.txt	604	Passage 0069: From Pidgins to Creoles, and What Contact Languages Reveal About Learning (Linguistics)
TOEFL_Reading_0070.txt	606	Passage 0070: Urban Heat Islands and the Physics of Hot Nights in Built Landscapes (Environmental Science)
TOEFL_Reading_0071.txt	611	Passage 0071: Mycorrhizae and the Hidden Phosphorus Economy
TOEFL_Reading_0072.txt	614	Passage 0072: Slow Slip and the Quiet Mechanics of Subduction
TOEFL_Reading_0073.txt	613	Passage 0073: The Dust Bowl and the Reinvention of Soil
TOEFL_Reading_0074.txt	601	Passage 0074: Pulsar Timing Arrays and Nanohertz Gravity
TOEFL_Reading_0075.txt	611	Passage 0075: Rotating Savings Groups and Social Enforcement
TOEFL_Reading_0076.txt	616	Passage 0076: LiDAR and the Rebuilt Map of the Maya Lowlands
TOEFL_Reading_0077.txt	600	Passage 0077: Perovskites and the Engineering of Solar Stability
TOEFL_Reading_0078.txt	607	Passage 0078: Placebo, Nocebo, and the Biology of Expectation
TOEFL_Reading_0079.txt	615	Passage 0079: Scripts, Sound, and the Politics of Standard Spelling
TOEFL_Reading_0080.txt	616	Passage 0080: Microplastics in Rivers and the Problem of Persistence
TOEFL_Reading_0081.txt	618	Passage 0081: Tree Rings, the Great Drought, and the Reorganization of Ancestral Pueblo Communities (Archaeology/Climate)
TOEFL_Reading_0082.txt	606	Passage 0082: Honeybee Castes, Royal Jelly, and Epigenetic Pathways to Queens and Workers (Biology)
TOEFL_Reading_0083.txt	612	Passage 0083: Catch Shares and Quota Markets in Fisheries Governance (Economics/Policy)
TOEFL_Reading_0084.txt	607	Passage 0084: Listening for Spacetime Ripples: Noise, Lasers, and Gravitational-Wave Detectors (Physics)
TOEFL_Reading_0085.txt	615	Passage 0085: Methane Hydrates, Stability Zones, and Why Warming Seas Matter (Earth Science)
TOEFL_Reading_0086.txt	606	Passage 0086: Placebo and Nocebo Effects: How Expectation Can Modulate Pain (Psychology/Neuroscience)
TOEFL_Reading_0087.txt	616	Passage 0087: The Freedmen’s Bureau and the Architecture of Reconstruction (U.S. History)
TOEFL_Reading_0088.txt	615	Passage 0088: Serotinous Cones and Fire Regimes in Lodgepole Pine Forests (Ecology)
TOEFL_Reading_0089.txt	614	Passage 0089: Microplastics as Changing Materials: Photodegradation, Additives, and Biofilms (Environmental Chemistry)
TOEFL_Reading_0090.txt	609	Passage 0090: Absolute Pitch, Sensitive Periods, and the Cultural Limits of a Rare Skill (Cognition/Music)
TOEFL_Reading_0091.txt	610	Passage 0091: Basalt Weathering and the Long-Term Carbon Cycle (Geochemistry)
TOEFL_Reading_0092.txt	605	Passage 0092: Eviction, Informal Costs, and Neighborhood Change (Urban Sociology)
TOEFL_Reading_0093.txt	615	Passage 0093: Antibiotic Stewardship and the Ecology of Resistance (Medicine)
TOEFL_Reading_0094.txt	612	Passage 0094: Ultramarine Blue, Trade Networks, and the Economics of Color (Art History)
TOEFL_Reading_0095.txt	612	Passage 0095: Coral Bleaching as a Breakdown of Symbiosis (Marine Biology)
TOEFL_Reading_0096.txt	606	Passage 0096: Catalytic Converters and the Chemistry of Cleaner Exhaust (Chemical Engineering)
TOEFL_Reading_0097.txt	620	Passage 0097: Writing Systems, Sound, and the Politics of Literacy (Linguistics)
TOEFL_Reading_0098.txt	610	Passage 0098: Inflation Expectations and the Self-Fulfilling Side of Prices (Macroeconomics)
TOEFL_Reading_0099.txt	607	Passage 0099: Polynesian Wayfinding and a Navigation System Without Instruments (Anthropology)
TOEFL_Reading_0100.txt	607	Passage 0100: Reading Exoplanet Atmospheres Through Transmission Spectra (Astronomy)
